timestamp,confidence,shoulder_alignment,head_position,spine_angle,arm_openness,smoothed
10.110095358455881,91.43487215042114,71.44957383473714,100.0,100,100.0,91.82208890144507
10.14346200980392,90.71871599943287,69.06238666477627,100.0,100,100.0,91.35059673113733
10.17682866115196,92.70211890480651,75.67372968268839,100.0,100,100.0,90.06524066066429
10.2101953125,87.62136064050864,58.73786880169547,100.0,100,100.0,88.12677775751543
10.24356196384804,80.72356893049681,37.38461584358318,98.03273670968747,100,100.0,85.69596508918026
10.276928615196077,87.06901413458786,61.20995189109839,94.82411426903336,100,100.0,82.93355972314828
10.310295266544117,83.26822943855717,46.308067821911045,97.5032363679354,100,100.0,80.000318726909
10.343661917892156,76.82457317569211,22.748577252307022,100.0,100,100.0,77.05699916795228
10.377028569240196,70.0,0.0,100.0,100,100.0,73.95813605286048
10.410395220588235,70.0,0.0,100.0,100,100.0,71.01803880621158
10.443761871936275,70.0,0.0,100.0,100,100.0,69.43006519327982
10.477128523284312,70.0,0.0,100.0,100,100.0,69.14098168999492
10.510495174632352,70.0,0.0,100.0,100,100.0,69.76431693825924
10.543861825980391,68.15307085067286,0.0,100.0,100,87.68713900448576,72.14400269231535
10.57722847732843,68.43445396214067,5.193032787528895,100.0,100,79.17696083921328,75.09100897777928
10.61059512867647,76.01706784995041,22.312590083901828,100.0,100,95.48860549853244,77.76977084222531
10.64396178002451,84.46021638108886,48.20072127029616,100.0,100,100.0,79.86915663964135
10.677328431372548,89.52492426722797,65.08308089075993,100.0,100,100.0,81.54355799334422
10.710695082720587,88.67151216461251,62.23837388204171,100.0,100,100.0,82.8828163021591
10.744061734068627,83.88836212281932,46.29454040939771,100.0,100,100.0,83.90209937808025
10.777428385416666,81.48921331321966,38.29737771073221,100.0,100,100.0,84.53920345751585
10.810795036764706,80.54231046228918,35.141034874297276,100.0,100,100.0,84.51588670928129
10.844161688112745,82.03287615552952,40.10958718509839,100.0,100,100.0,84.02464052613523
10.877528339460783,81.75363875467539,39.178795848918,100.0,100,100.0,83.79527564029715
10.910894990808822,84.33638560161658,47.787952005388604,100.0,100,100.0,84.23841161965076
10.944261642156862,86.2917915742329,54.30597191410966,100.0,100,100.0,85.29454935587026
10.977628293504901,87.82382703339007,59.412756777966926,100.0,100,100.0,86.39657128463135
11.010994944852941,89.42508746526336,64.75029155087786,100.0,100,100.0,87.48255756156752
11.04436159620098,90.39456227341648,67.98187424472164,100.0,100,100.0,88.48894704386124
11.077728247549018,89.11666268525944,63.72220895086481,100.0,100,100.0,89.36186673501992
11.111094898897058,88.21166856755019,60.705561891834,100.0,100,100.0,90.40386910238587
11.144461550245097,88.03491359726782,60.11637865755941,100.0,100,100.0,91.2676670240108
11.177828201593137,89.56428222849262,65.2142740949754,100.0,100,100.0,92.10959692128904
11.211194852941176,93.85460867367318,79.51536224557726,100.0,100,100.0,92.70068350217892
11.244561504289216,93.95402657952741,79.84675526509137,100.0,100,100.0,92.71280624603
11.277928155637253,93.83614572354179,79.45381907847263,100.0,100,100.0,92.02571657210629
11.311294806985293,93.32694106984603,78.83973081596295,98.70008730022857,100,100.0,90.57083996690848
11.344661458333333,90.2736061843847,70.70371324720868,97.41420606123783,100,98.0596046327509,88.02127949997349
11.378028109681372,86.10946882009453,56.81926472054521,97.07887262708114,100,98.62647498107124,84.51472831720268
11.411394761029412,80.51354217672605,38.532578926890004,95.81507399463622,100,100.0,80.41626892532554
11.444761412377451,74.52369878273203,21.241653810811034,93.49395521508836,100,98.51809223811088,76.14176419365613
11.478128063725489,69.98123497939385,10.710419465181953,89.56766680350303,100,95.8412829264233,72.34580749256918
11.511494715073528,66.67094934612284,4.142774632999069,86.31781188570645,100,92.32442656531,69.10216058725217
11.544861366421568,64.36676791893007,0.0,83.16910329721019,100,90.49661396418341,66.57716325040431
11.578228017769607,64.33883998716243,0.0,80.29439579632928,100,95.10160692053408,64.95629230326585
11.611594669117647,65.01276812903727,0.0,80.05107251614909,100,100.0,63.65131701185339
11.644961320465686,64.69520237114047,0.0,78.78080948456187,100,100.0,63.08117640804181
11.678327971813724,64.34983530665815,0.0,77.39934122663263,100,100.0,63.077629545684516
11.711694623161764,64.51787154980713,0.0,78.0714861992285,100,100.0,63.309264473846525
11.745061274509803,63.4683285085239,0.0,80.03208751271809,100,89.73537753562923,63.71521114633566
11.778427925857843,62.63090644363431,0.0,82.44770402822313,100,80.12653624385682,64.21626858940235
11.811794577205882,61.48041059942853,0.0,84.36448100464838,100,69.26193565510957,64.71571447551611
11.845161228553922,66.15979684436472,0.0,86.59486791090629,100,96.74053244425431,65.33398080596464
11.87852787990196,67.38035662620169,0.0,89.61929150828534,100,99.83689166086897,66.13081943771215
11.911894531249999,67.74662524198646,0.0,92.35705103168443,100,97.71574989376909,67.00506865330297
